HOUR,VOLUME,PSYOPS_PRICE
2023-05-21 19:00:00.000,37.509034474,0.0009520514713
2023-05-21 15:00:00.000,21.561264859,0.0009546252982
2023-05-20 01:00:00.000,5.95019256,0.001031107115
2023-05-20 00:00:00.000,13.098267873,0.00103156587
2023-05-21 23:00:00.000,27.510306519,0.0009473301088
2023-05-20 04:00:00.000,16.654987915,0.001030331991
2023-05-19 18:00:00.000,27.188289987,0.001038926999
2023-05-19 10:00:00.000,258.431326356,0.001071260658
2023-05-21 14:00:00.000,40.170986443,0.000957348109
2023-05-20 21:00:00.000,5.293946129,0.001007557228
2023-05-19 11:00:00.000,121.708657387,0.001058844215
2023-05-19 09:00:00.000,241.178005794,0.001058282875
2023-05-21 11:00:00.000,15.955196449,0.0009665154549
2023-05-20 08:00:00.000,4.586214149,0.001029892517
2023-05-20 10:00:00.000,27.458036899,0.001028819401
2023-05-19 04:00:00.000,919.336685111,0.001049257342
2023-05-22 06:00:00.000,3.030268171,0.0009443655938
2023-05-19 00:00:00.000,232.804520344,0.0009192115937
2023-05-20 06:00:00.000,11.062947985,0.001030355678
2023-05-22 10:00:00.000,9.684908497,0.0009489285891
2023-05-20 22:00:00.000,22.218942423,0.001006961966
2023-05-21 05:00:00.000,5.083404945,0.001006599245
2023-05-21 08:00:00.000,131.9134595,0.0009851414812
2023-05-19 02:00:00.000,204.659273652,0.0009203054295
2023-05-20 12:00:00.000,23.06108192,0.001013720254
2023-05-20 11:00:00.000,91.132790115,0.001018844803
2023-05-19 21:00:00.000,14.276256498,0.001034326864
2023-05-19 14:00:00.000,75.335523591,0.001040658787
2023-05-22 09:00:00.000,7.188298564,0.0009468580821
2023-05-21 10:00:00.000,40.139324991,0.0009720647889
2023-05-21 17:00:00.000,27.791763765,0.0009493252317
2023-05-22 11:00:00.000,11.614263574,0.0009464041745
2023-05-21 09:00:00.000,58.424866398,0.0009782882076
2023-05-19 12:00:00.000,165.438186576,0.001067003893
2023-05-19 07:00:00.000,155.304863452,0.001017871647
2023-05-20 14:00:00.000,47.929300734,0.001009453944
2023-05-21 01:00:00.000,4.110230399,0.00101276086
2023-05-21 00:00:00.000,19.649658527,0.0010147559
2023-05-20 09:00:00.000,9.139292909,0.001032883861
2023-05-21 04:00:00.000,7.554829099,0.001007256314
2023-05-21 07:00:00.000,68.861941293,0.0009998805383
2023-05-20 03:00:00.000,5.913546809,0.001032109207
2023-05-20 19:00:00.000,24.907304531,0.001009226649
2023-05-19 13:00:00.000,147.070011086,0.001050647692
2023-05-19 22:00:00.000,7.998732646,0.00103372737
2023-05-21 20:00:00.000,28.561060445,0.0009541073145
2023-05-19 20:00:00.000,16.913547856,0.001034031361
2023-05-19 01:00:00.000,567.817495359,0.0009337547865
2023-05-21 13:00:00.000,46.083581777,0.0009628242514
2023-05-22 13:00:00.000,14.130298391,0.0009486370411
2023-05-19 23:00:00.000,24.666143482,0.001032611918
2023-05-20 15:00:00.000,17.761515377,0.001004347828
2023-05-22 08:00:00.000,7.531427846,0.0009456640434
2023-05-19 15:00:00.000,51.784712662,0.001038548365
2023-05-22 04:00:00.000,16.097039748,0.000942560496
2023-05-22 02:00:00.000,15.516259914,0.0009434941761
2023-05-20 07:00:00.000,12.818081091,0.001029477396
2023-05-21 18:00:00.000,41.843651824,0.0009504895631
2023-05-19 16:00:00.000,54.853081437,0.001038677799
2023-05-22 03:00:00.000,23.925621954,0.0009432994871
2023-05-19 06:00:00.000,46.434594768,0.001026121974
2023-05-20 20:00:00.000,8.357531713,0.001010142176
2023-05-21 16:00:00.000,36.131656738,0.0009527358533
2023-05-20 17:00:00.000,13.94876106,0.001001189182
2023-05-21 06:00:00.000,2.87469531,0.001003750452
2023-05-21 03:00:00.000,9.244545352,0.001007400082
2023-05-19 17:00:00.000,34.351278699,0.001037167576
2023-05-20 13:00:00.000,26.29938216,0.001010586629
2023-05-22 01:00:00.000,18.65571886,0.0009405480071
2023-05-22 00:00:00.000,20.175109755,0.0009435577582
2023-05-21 22:00:00.000,23.70496038,0.0009478428966
2023-05-19 19:00:00.000,26.667543533,0.001034362365
2023-05-19 05:00:00.000,667.674098616,0.001046989322
2023-05-22 07:00:00.000,7.325662412,0.0009440778121
2023-05-21 12:00:00.000,40.929452866,0.000965559065
2023-05-22 05:00:00.000,5.156240849,0.0009405099964
2023-05-19 08:00:00.000,241.658464849,0.001031342999
2023-05-22 14:00:00.000,10.947167486,0.0009460945155
2023-05-19 03:00:00.000,605.000195607,0.0009762368333
2023-05-21 02:00:00.000,6.374892867,0.001007705025
2023-05-20 16:00:00.000,19.599207827,0.001003888677
2023-05-20 02:00:00.000,8.342897257,0.001031098945
2023-05-20 05:00:00.000,8.370271341,0.001030173194
2023-05-20 23:00:00.000,31.662823682,0.00100916563
2023-05-21 21:00:00.000,14.773494064,0.0009485821209
2023-05-20 18:00:00.000,51.885980909,0.001006573968
﻿
